"idRefaccion","idClasificacion","pieza","modelo","unidad","costo","ultimo_costo","inventario_inicial","inventario_actual","equipo_armado_refacciones","inventario_fisico","faltante","rutaImagen","notas","estado","codigo","nombreCorto"
581,66,SUAVIZADOR DE GABINETE AQUEX VALVULA 604 MEDIDOR 1FT³,"651490","1",,,,,,,,,Suavizador de gabinete de 1 ft3 con valvula 604 timer que remueve el calcio y el magnesio contenidos en el agua a traves del intercambio ionico con NaCl.,0,"011-014",
582,12,BOMBA DE REFUERZO DE 24V 180W PARA OSMOSIS,"45 LITROS POR MINUTO","1",,,,,,,,,"",0,"003-010",
583,19,"CODO CM 3/8"" A RME 3/8"" - PLASTICO",CODO,"1",,,,,,,,,"CM: CONEXION MANGUERA, RME: ROSCA MACHO CON EMPAQUE",0,"001-001",
584,51,MEMBRANA 50 GPD - 1812,"50g","1",,,,,,,,,"",0,"004-032",
585,55,EXTENSION DOMESTICA BLANCA 2 MTS,ED132B,"1",,,,,,,,,"",0,"002-005",
586,19,"CONECTOR CM 1/4"" A RH 10.5 - PLASTICO",LINEAL,"1",,,,,,,,,"",0,"",
587,82,"CONECTOR RM 1"" A RH 1/2"" PVC","","1",,,,,,,,,"",0,"001-075",
588,19,"CONECTOR ACERO INOXIDABLE 2RH 1/4""","","1",,,,,,,,,"",0,"001-057",
589,19,"VALVULA ESFERA CM 1/4"" A CM 3/8"" - PLASTICO","6.35mm To 9.52mm","1",,,,,,,,,"",0,"001-050",
590,19,"TEE 2CM 1/4"" A CM 3/8"" - TIPO CODO PLASTICO","","1",,,,,,,,,"",0,"001-025",
591,34,CONECTOR ELECTRICO DE PLASTICO TIPO PUSH 3 ENTRADAS UNA SALIDA POR ENTRADA,LINEAL,"1",,,,,,,,,"",0,"002-018",
592,32,SENSOR CAPACITIVO CIRCULAR 24V,B21-20B-02,"1",,,,,,,,,"",0,"002-022",
593,55,TEMPORIZADOR 110V - TIMER DIGITAL,CN101A,"1",,,,,,,,, ,0,"002-025",
594,79,"JUNTA DE SELLADO OD105xCS5 CARCASA FILTRO 2.5""*20"" O-RING",OD105xCS5,"1",,,,,,,,,"JUNTA DE SELLADO OD105xCS5 CARCASA FILTRO 2.5""*20"" O-RING Espesor del junta tórica 1,8/2,2/5 mm CS NBR sellado de nitrilo junta resistente a la temperatura anillo de goma completo en especificaciones",0,"004-036",
595,79,JUNTA DE SELLADO OD110xCS5 CARCASA FILTRO,OD110xCS5,"1",,,,,,,,,"Espesor del junta tórica 1,8/2,2/5 mm CS NBR sellado de nitrilo junta resistente a la temperatura anillo de goma completo en especificaciones",0,"004-037",
596,4,CONECTOR DE CABLE TIPO PALA HEMBRA MEDIA FUNDA AMARILLA 6.3MM AWG 10-12,"6.3mm yellow Female","1",,,,,,,,,https://es.aliexpress.com/item/1005004493230896.html?spm=a2g0o.order_detail.order_detail_item.3.36be39d3cq4UPc&gatewayAdapt=glo2esp,0,"002-047",
597,4,CONECTOR DE CABLE TIPO PALA HEMBRA MEDIA FUNDA AZUL 6.3MM AWG 12-14,"6.3mm blue Female","1",,,,,,,,,https://es.aliexpress.com/item/1005004493230896.html?spm=a2g0o.order_detail.order_detail_item.3.36be39d3cq4UPc&gatewayAdapt=glo2esp,0,"002-048",
598,4,CONECTOR DE CABLE TIPO PALA HEMBRA MEDIA FUNDA ROJA 6.3MM AWG 16-22,"6.3mm red Female","1",,,,,,,,,https://es.aliexpress.com/item/1005004493230896.html?spm=a2g0o.order_detail.order_detail_item.3.36be39d3cq4UPc&gatewayAdapt=glo2esp,0,"002-049",
599,4,CONECTOR DE CABLE TIPO PALA HEMBRA CON FUNDA 6.3MM AWG 16-14,AWG 16-14 BLUE,"1",,,,,,,,,"",0,"002-044",
600,74,FUNDA PROTECTORA DE PLASTICO CONECTOR ELECTRICO 6.3mm,GENERICO,"1",,,,,,,,,"",0,"002-074",
601,10,FRESHPOINT FDF1-RC PENTAIR,"655123-96","1",,,,,,,,," CARTUCHO PARA CLORO, SABOR Y OLOR",0,"004-038",
602,10,FRESHPOINT GR075-RC - MEMBRANA,"655122-96","1",,,,,,,,,"MEMBRANA, GR075-RC, 75 GPD",0,"004-039",
603,10,FRESHPOINT F1B1-RC,"655120-96","1",,,,,,,,,CARTUCHO PARA QUISTES Y PLOMO,0,"004-040",
604,10,FRESHPOINT F1GC-RC - GAC,"655117-96","1",,,,,,,,,"F1GC-RC, CARTRIDGE, GAC, 12/C",0,"004-007",
605,42,"SOLENOIDE 24V DOS ENTRADAS ROSCA HEMBRA 1/4"" ","607789","1",,,,,,,,,"VOLTAJE:DC24V  FPD360K
",0,"002-063",
606,19,"CONECTOR LINEAL CM 1/4"" A RM 1/2""","","1",,,,,,,,,"",0,"001-060",
607,18,"CODO CM 1/4"" A RM 1/2"" - PLASTICO","","1",,,,,,,,,"",0,"001-020",
608,19,"CONECTOR LINEAL CM 1/4"" A RH 1/8","","1",,,,,,,,,"",0,"001-067",
609,19,"CONECTOR LINEAL CM 3/8"" A RH 1/4 LINEAL PLASTICO","","1",,,,,,,,,"",0,"001-068",
610,19,"CONECTOR LINEAL CM 3/8"" A RH 1/2""","","1",,,,,,,,,"",0,"001-071",
611,16,"REDUCTOR CAMPANA RH 3/4"" A RH 1/2"" PVC",DRC1 H87,"1",,,,,,,,,"31162800 DRC1 H87",0,"001-094",
612,37,O-RING PARA MANGA DE CUARZO,"","1",,,,,,,,,"CORONWATER-MANGA DE DESINFECCION UV, JUNTA TORICA",0,"005-005",
613,81,"SDS PLUS SIERRA AGUJERO PARED, BROCA HORMIGON 50mm","50MM","1",,,,,,,,,"SDS PLUS SIERRA AGUJERO PARED, BROCA HORMIGON 50mm",0,"020-001",
614,9,CABLE CORDON POT 2*18,ECDU18,"1",,,,,,,,,CABLE PARA ARMAR LA LUZ UV EN LOS EQUIPOS DE OSMOSIS (1 MTRO POR EQUIPO),0,"002-066",
615,51,MEMBRANA PARA WM-35WB CLASSIC,CH4468-CL,"1",,,,,,,,,VEJIGA DE RECAMBIO PARA WELLMATE 35 DE 119 GALONES,0,"004-041",
616,78,VALVULA FLECK 5600 P/FILTRO,"610004","1",,,,,,,,,VALVULA PARA TREN DE FILTRADO; CARBON ETC.,0,"004-042",
617,19,"VALVULA ESFERA CM 1/4"" A RH 3/8"" - PLASTICO","Elbow1l4 BSPF-9.52mm, 1 pc","1",,,,,,,,,"",0,"001-049",
618,66,"SUAVIZADOR 12"" X 48"" VALVULA 604 TIMER DIGITAL MEDIDOR","631054","1",,,,,,,,,"INCLUYE: 
VALVULA DE CONTROL AUTOMATICA MEDIDORA
TANQUE AZUL EN FIBRA DE VIDRIO
RESINA CATIONICA AQUEX PRO
TANQUE DE SALMUERA CON TUBO ALETADO, FLOTADOR, CHECK DE AIRE, PARILLA Y MANGUERA DE 3/8"".",0,"011-002",
619,47,LAMPARA UV 12W,R-PKUV 12W,"1",,,,,,,,,"",0,"005-010",
620,37,MANGA DE CUARZO LAMPARA 12W,R-PKCUARZO-1,"1",,,,,,,,,MANGA DE CUARZO PARA FOCO PURIKOR,0,"",
621,66,SAL 20 KILOS 1 SACO - CRISTALES PREMIUN,CRISTALES PREMIUN,"1",,,,,,,,,"",0,"011-007",
622,80,CARCASA PARA LAMPARA UV 12 WATTS ,HG-UV-I GPM,"1",,,,,,,,,DESINFECCION CON LAMPARA UV I GPM 12W HIDROGREEN,0,"005-006",
623,30,CASE CONTROL DE NIVEL VACIAS,IDM,"1",,,,,,,,,CAJAS VACIAS PARA CONTROL DE NIVEL,0,"009-016",
624,51,MEMBRANA MERLIN,"631750","1",,,,,,,,,"800 GAL",0,"004-050",
625,10,PREFILTRO DE CARBON MERLIN,"631751","1",,,,,,,,,"",0,"004-051",
626,10,PREFILTRO DE SEDIMENTOS 10 MIC. PARA EL MERLIN,"631753","1",,,,,,,,,"",0,"004-052",
627,10,POSTFILTRO DE CARBON MERLIN,"631752","1",,,,,,,,,"",0,"004-053",
628,50,CABEZAL PRF-RO MERLIN,"631743","1",,,,,,,,,"",0,"004-054",
629,66,"TIMER ASSY, NXT2","683616","1",,,,,,,,,CODIGO PENTAIR 62115,0,"004-055",
630,66,"MEDIDOR DE 2"" NPT, RANGO ESTANDAR, TAPA UNIVERSAL, EN ACERO INOXIDABLE","601866","1",,,,,,,,,"",0,"004-056",
631,66,KIT DE CONVERSION NXT A NXT2,"683617","1",,,,,,,,,"",0,"004-057",
632,78,"VALVULA ESFERA DE RETENCION 2CM 1/4"" - PLASTICO","2 VIAS","1",,,,,,,,,"",0,"",
633,12,DOSIFICADORA CLORO 110V 7.2 L/H,FH1457 - 07005,"1",,,,,,,,,"",0,"003-014",
634,11,"VALVULA ESFERA RM 1/2"" A RH 1/2"" LATON PLATEADO","2 VIAS","1",,,,,,,,,VALVULA ESFERA ,0,"001-072",
635,36,HOLDER DE BOMBA DE AGUA PARA REEMPLAZO FRESHPOINT,IDM,"1",,,,,,,,,HOLDER DE BOMBA DE AGUA PARA REEMPLAZO FRESHPOINT,0,"003-015",
636,12,BOMBA DE AGUA DIAFRAGMA DE 24V 3.5 LITROS POR MINUTO,"3.5 L/M -  FL-5206","1",,,,,,,,,"Bomba de agua de diafragma eléctrica, interruptor automático, lavado agrícola de alta presión, 12V/24V, 36W, 2-3,5 l/min",0,"003-016",
637,20,"LLAVE DE GANSO 1/4"" CON PANTALLA TDS",TDS Faucet,"1",,,,,,,,,"Purificador de agua de acero inoxidable 304, pantalla de valor TDS para el hogar, grifo inteligente de 1/4 "", 3/8"", 24V, pantalla táctil, grifo de agua",0,"012-006",
638,34,FUENTE DE ALIMENTACION 120V AC/ 24 VDC 1.5A,"607666","1",,,,,,,,,ESTAS BOMBA LAS TRAEN LOS OSMOSIS DE NOVEM,0,"002-076",
639,78,KIT DEL PISTON SUPERIOR 2900S,RF61540,"1",,,,,,,,,VALVULA 2900S,0,"004-059",
640,78,KIT DEL PISTON INFERIOR VALVULA 2900S,RF61550,"1",,,,,,,,,"",0,"004-060",
641,78,KIT DE SELLOS Y ESPACIADORES SUPERIOR 2900S,RF61530,"1",,,,,,,,,"",0,"004-061",
642,78,KIT DE SELLOS Y ESPACIADORES 2900,"681674","1",,,,,,,,,INFERIOR,0,"004-062",
643,19,"CONECTOR CM 3/8"" A TO 3/8"" LINEAL - PLASTICO","1066","1",,,,,,,,,"CONECTOR CM 3/8"" A TO 3/8"" LINEAL - PLASTICO",0,"001-096",
644,84,SISTEMA DE PRESIÓN ESYBOX 2.1HP 220V 60 Hz NPT,SKU E.SYBOX220,"1",,,,,,,,,SISTEMA DE PRESIÓN E.SYBOX 2.1HP 220V 60 Hz NPT,0,"030-001",
645,66,"SUAVIZADOR 14"" X 65"" VALVULA 604 TIMER DIGITAL MEDIDOR","631056","1",,,,,,,,,"SUAVIZADOR 14"" X 65"" VALVULA 604 TIMER DIGITAL MEDIDOR",0,"011-008",
646,12,BOMBA DOMINATOR 1HP 30GPM 1/60/220V,"30MD10221","1",,,,,,,,,"",0,"003-017",
647,25,"VALVULA ESFERA 2 CM 1/4"" CON RESTRICTOR","","1",,,,,,,,,"",0,"001-034",
648,76,"CONECTOR 2 RM 1/2"" LINEAL PVC","","1",,,,,,,,,"",0,"001-102",
649,10,"FILTROS MERUS SIBRAPE 19"" CON VAL DE 1 1/2""","110502","1",,,,,,,,,"",0,"004-063",
650,12,"MOTOBOMBA AERIS ll 1HP,  110/220V","111072","1",,,,,,,,,BOMBA CIRCULATORIA,0,"003-018",
651,12,SOPLADOR SILENCER 2 HP;220V,"118535","1",,,,,,,,,"",0,"003-019",
652,10,ARFENA SILICA 20-30 BULTO 50 KGS,"800022","2",,,,,,,,,ELEMENTO FILTRANTE,0,"011-009",
653,10,ZEOLITA CRYSTALUM SACO 1PIE3 (21KG),"800030","2",,,,,,,,,ELEMENTO FILTRANTE,0,"011-010",
654,13,TANQUE PRESURIZADO PROFORT 50 GAL VERTICAL,TS50-13,"1",,,,,,,,,"",0,"007-016",
655,8,"MANGUERA POLIETILENO 1/2"" GRADO ALIMENTICIO NSF HIDROFIT","","3",,,,,,,,,"",0,"008-009",
656,84,SISTEMA DE PRESIÓN ESYBOX MINI 850W 115/220V 50/60Hz NPT IPX4,E.SYBOXMINI,"1",,,,,,,,,SISTEMA DE PRESIÓN E.SYBOX MINI 850W 115/220V 50/60Hz NPT IPX4,0,"030-002",
657,66,"SUAVIZADOR 13"" X 54"" VALVULA FLECK 9100 TWIN","651394","1",,,,,,,,,"",0,"011-011",
658,13,TANQUE PRESURIZADO PROFORT 35 GAL VERTICAL,TS35-11,"1",,,,,,,,,"",0,"007-017",
659,85,RED SACA-HOJAS ECONOMICA,"203020","1",,,,,,,,,"",0,"013-001",
660,85,"MANGUERA BO'SUN 30' (9 MTS) X 1 1/2""","201015","1",,,,,,,,,"",0,"013-002",
661,85,BARREDORA FLEXIBLE DE 8 RUEDAS,"200525","1",,,,,,,,,"",0,"013-003",
662,85,MANERAL TELESCOPICO DE 5' A 15' DE 3 SECCIONES,"201510","1",,,,,,,,,"",0,"013-004",
663,85,"MOTOBOMBA AERIS II 1 HP, 110V/220V","111072","1",,,,,,,,,"",0,"013-005",
664,11,"LLAVE ANGULAR 1/2"", COMPACTA 1/4 DE VUELTA",TANG01BL,"1",,,,,,,,,"",0,"001-104",
665,12,BOMBA MINI 24V 800L/H,SHX800,"1",,,,,,,,,"Bomba de agua sumergible portátil para el hogar, Motor sin escobillas, ultrasilencioso, 800L/H, 5M, CC de 12V y 24V, para sistema de refrigeración, calentador de fuentes Mini",0,"003-020",
666,78,VALVULA DE PRESION NEGATIVA,"2TO 1/4","1",,,,,,,,,"Purificador de agua, tetera de mesa de té, conexión directa, válvula de bombeo de suministro de agua automática, pieza de válvula de presión negativa de admisión de barra de té",0,"001-105",
667,19,"CONECTOR CM 1/2"" A CM 3/8"" - LINEAL PLASTICO","12.7mm-9.52mm","1",,,,,,,,,"",0,"001-106",
668,18,"CODO CM 1/2"" A RH 1/2"" - PLASTICO", 12.7mm-1I2 Female,"1",,,,,,,,,"",0,"001-107",
669,18,"CODO CM 1/2"" A RM 3/8"" - PLASTICO","12.7mm-3I8 Male","1",,,,,,,,,"",0,"001-108",
670,18,"CODO 2CM 1/2"" - PLASTICO","12.7mm-12.7mm Elbow","1",,,,,,,,,"",0,"001-109",
671,19,"CONECTOR CM 1/2"" A RM 3/8"" - LINEAL PLASTICO","12.7mm-3I8 Male","1",,,,,,,,,"",0,"001-110",
672,18,"CODO CM 1/2"" A TO 1/2"" - PLASTICO","12.7mm-12.7mm","1",,,,,,,,,"",0,"001-111",
673,18,"CODO CM 1/4"" A RH 1/2"" - PLASTICO","6.35mm-DN15 Female","1",,,,,,,,,"",0,"001-022",
674,14,"TEE 3CM 1/2"" - PLASTICO","12.7mm-12.7mm-12.7mm","1",,,,,,,,,"",0,"001-113",
675,19,"CONECTOR CM 1/2"" A RM 1/2"" - PLASTICO","12.7mm-1I2 Male","1",,,,,,,,,"",0,"001-114",
676,19,"CONECTOR 2CM 1/2"" - LINEAL PLASTICO","12.7mm-12.7mm","1",,,,,,,,,"",0,"001-115",
677,18,"CODO CM 1/2"" A CM 3/8"" - PLASTICO ","12.7mm-9.52mm Elbow ","1",,,,,,,,,"",0,"001-116",
678,14,"TEE 2CM 1/2"" A CM 1/4"" - LINEAL PLASTICO","6.35mm-12.7mm-12.7mm","1",,,,,,,,,"",0,"001-117",
679,78,"VALVULA ESFERA 2CM  1/2"" - PLASTICO","12.7mm-12.7mm","1",,,,,,,,,"",0,"001-118",
680,18,"CODO 2TO 3/8"" - PLASTICO",L-3l8 Plug -3l8 Plug,"1",,,,,,,,,"",0,"001-119",
681,14,"TEE 2CM 1/2"" A CM 3/8"" - LINEAL PLASTICO","9.52mm-12.7mm-12.7mm","1",,,,,,,,,"",0,"001-120",
682,23,"YEE 3CM 1/2"" - PLASTICO","12.7mm-12.7mm-12.7mm","1",,,,,,,,,"",0,"001-121",
683,19,"CONECTOR CM 1/2"" A CM 1/4"" - LINEAL PLASTICO","12.7mm-6.35mm","1",,,,,,,,,"",0,"001-122",
684,18,"CODO CM 1/2"" A RM 1/2"" - PLASTICO","12.7mm-1I2 Male","1",,,,,,,,,"",0,"001-123",
685,19,"CONECTOR CM 1/2"" A RH 1/2"" - PLASTICO","12.7mm-1I2 Female","1",,,,,,,,,"",0,"001-124",
686,47,FOCO PARA UV STERILIGHT SC-600,"654268","1",,,,,,,,,FOCO PARA UV STERILIGHT SC-600,0,"005-011",
687,14,"TEE 2CM 1/4"" A CM 3/8"" - LINEAL PLASTICO","6.35mm-9.52mm-6.35mm","1",,,,,,,,,"",0,"001-100",
688,78,--,"","1",,,,,,,,,"VALVULA ESFERA CM 1/4"" A RH 3/8"" - PLASTICO",0,"001-999",
689,49,FILTRO ACERO INOXIDABLE DESCALCIFICADOR T45-1C,T45-1C,"1",,,,,,,,,https://es.aliexpress.com/item/1005007130313435.html?spm=a2g0o.order_detail.order_detail_item.4.5e7139d3zrYYBm&gatewayAdapt=glo2esp,0,"006-013",
690,49,REPUESTO RELLENABLE DESCALCIFICADOR T45-1C,T45-1C,"1",,,,,,,,,"",0,"006-014",
691,42,"SOLENOIDE 12V 2CM 1/4""","12V","1",,,,,,,,,"",0,"002-077",
692,20,"GRIFO PARA BEBER DIRECTO PURIFICADOR DE AGUA CON TAZA DE EMPUJE 370MM de 1/2""","370mm","1",,,,,,,,,https://es.aliexpress.com/item/1005007139969248.html?spm=a2g0o.order_list.order_list_main.178.1759194dtfBjUB&gatewayAdapt=glo2esp,0,"012-007",
693,12,BOMBA SUMERGIBLE PARA CISTERNA 20GPM 115V1 HP,"20BHP10121","1",,,,,,,,,"",0,"003-021",
694,86,VARIADOR ACTIDRIVER PLUS 1.8KW 115/230V 1F,ACTIDRIVER-1.8MM,"1",,,,,,,,,"",0,"030-004",
695,87,MEDIA FILTRANTE AFM GRADO 1,"800051","1",,,,,,,,,BOLSA 55 LIBRAS,0,"004-064",
696,87,MEDIA FILTRANTE AFM GRADO 2,"800052","1",,,,,,,,,"",0,"004-065",
697,1,DISPENSADOR DE AGUA WHIRPOOL WK5915BD,WK5915BD,"1",,,,,,,,,"",0,"010-004",
698,56,CONTROLADOR PARA UV STERILIGHT COBALTO,"654270","1",,,,,,,,,"",0,"005-012",
699,77,RESINA CATIONICA C-100E PIE CUB (PUROLITE),"601150","2",,,,,,,,,"",0,"014-003",
700,66,VALVULA 9500 TWIN SUAVIZADOR,V9500SXT,"1",,,,,,,,,"",0,"011-012",
701,66,VALVULA 604 P/SUAVIZADOR MEDIDOR,"610401","1",,,,,,,,,"",0,"011-015",
702,10,MATERIAL FILTRANTE GLASS,"","2",,,,,,,,,"",0,"011-016",""
703,13,TANQUE PRESURIZADO FIBRA DE VIDRIO WELL MATE 87 GAL VERTICAL,WM-25WB,"1",,,,,,,,,"",0,"007-018",""
704,13,TANQUE PRESURIZADO FIBRA DE VIDRIO WELL MATE 120 GAL VERTICAL,WM-35WB,"1",,,,,,,,,"",0,"007-019",
705,13,TANQUE PRESURIZADO FLEXLITE 50 GAL,FL-17,"1",,,,,,,,,"",0,"007-020",""
706,13,TANQUE PRESURIZADO FIBRA DE VIDRIO WELL MATE 47 GAL VERTICAL,WM-14WB,"1",,,,,,,,,"",0,"007-021",""
707,10,"FILTRO 10 MICRAS (PP) DE 2.5"" X 20""","607859","1",,,,,,,,,POLYSPUN,0,"004-067","PP-10M2.5*20"""
708,10,"FILTRO 20 MICRAS (PP) DE 2.5"" X 20""","607860","1",,,,,,,,,POLYSPUN,0,"004-068","PP-20M2.5*20"""
709,12,"BOMBA PP4"" COMPLETA SERIE ARENKA 2W 1HP 25GPM 6ETAPAS 1/60/220V","2FG102-25","1",,,,,,,,,"",0,"003-022",BOMBA 1HP 220V
710,55,CONECTOR TERMOCONTRÁCTIL PARA CABLE AWG10-14,BSKEH50344,"1",,,,,,,,,TERMOENCOGIBLES # 10-14,0,"031-002",""
711,10,CARTUCHO ALCALINIZADOR EN LINEA,BIO - NCR102 OR - ALK,"1",,,,,,,,,"",0,"004-069",ALK
712,20,"REPUESTO FLEXIBLE LLAVE GANSO 1/4"" - CROMADO",FLEXIBLE,"1",,,,,,,,,"",0,"012-008",""
713,80,CARCASA SNOW BAR 800 GPD,"607820","1",,,,,,,,,ESTE CODIGO ES DE VENTA COMPLETA DE LA OSMOSIS SEPARAR LOS FILTROS,0,"004-070",SNOW BAR
714,10,"FILTRO PCB, PP Y CARBON BLOCK PARA SNOW BAR","607822","1",,,,,,,,,"ESTOS FILTRO NO SE ENCUENTRAN EN LA PAGINA DE NOVEM, HAY QUE HACER EL PEDIDO CON EL VENDEDOR",0,"004-071",FILTRO PCB 800 GPD
715,10,MEMBRANA DE OSMOSIS INVERSA PARA SNOW BAR,"607823","1",,,,,,,,,ESTA PIEZA NO SE ENCUENTRA EN LA PAGINA DE NOVEM PEDIRLA CON EL VENDEDOR,0,"004-072",MEMBRANA 800 GPD SB
716,34,FUENTE DE ALIMENTACION 120V AC/ 24 VDC 3.5A,"","1",,,,,,,,,"",0,"002-068",FA 3.5 A
